Element,Episode,Title,Included
Beach,S01E10,MOUNTAIN LAKE,0
Boat,S01E10,MOUNTAIN LAKE,0
Bridge,S01E10,MOUNTAIN LAKE,0
Building,S01E10,MOUNTAIN LAKE,0
Bushes,S01E10,MOUNTAIN LAKE,1
Cabin,S01E10,MOUNTAIN LAKE,0
Cactus,S01E10,MOUNTAIN LAKE,0
Circle Frame,S01E10,MOUNTAIN LAKE,0
Cirrus,S01E10,MOUNTAIN LAKE,0
Cliff,S01E10,MOUNTAIN LAKE,0
Clouds,S01E10,MOUNTAIN LAKE,0
Conifer,S01E10,MOUNTAIN LAKE,1
Cumulus,S01E10,MOUNTAIN LAKE,0
Deciduous,S01E10,MOUNTAIN LAKE,1
Diane Andre,S01E10,MOUNTAIN LAKE,0
Dock,S01E10,MOUNTAIN LAKE,0
Double Oval Frame,S01E10,MOUNTAIN LAKE,0
Farm,S01E10,MOUNTAIN LAKE,0
Fence,S01E10,MOUNTAIN LAKE,0
Fire,S01E10,MOUNTAIN LAKE,0
Florida Frame,S01E10,MOUNTAIN LAKE,0
Flowers,S01E10,MOUNTAIN LAKE,0
FOG,S01E10,MOUNTAIN LAKE,0
Framed,S01E10,MOUNTAIN LAKE,0
Grass,S01E10,MOUNTAIN LAKE,0
Guest,S01E10,MOUNTAIN LAKE,0
Half Circle Frame,S01E10,MOUNTAIN LAKE,0
Half Oval Frame,S01E10,MOUNTAIN LAKE,0
Hills,S01E10,MOUNTAIN LAKE,0
Lakes,S01E10,MOUNTAIN LAKE,0
Lake,S01E10,MOUNTAIN LAKE,1
Lighthouse,S01E10,MOUNTAIN LAKE,0
Mill,S01E10,MOUNTAIN LAKE,0
Moon,S01E10,MOUNTAIN LAKE,0
Mountains,S01E10,MOUNTAIN LAKE,0
Mountain,S01E10,MOUNTAIN LAKE,1
Night,S01E10,MOUNTAIN LAKE,0
Ocean,S01E10,MOUNTAIN LAKE,0
Oval Frame,S01E10,MOUNTAIN LAKE,0
Palm Trees,S01E10,MOUNTAIN LAKE,0
Path,S01E10,MOUNTAIN LAKE,0
Person,S01E10,MOUNTAIN LAKE,0
Portrait,S01E10,MOUNTAIN LAKE,0
Rectangle 3D Frame,S01E10,MOUNTAIN LAKE,0
Rectangular Frame,S01E10,MOUNTAIN LAKE,0
River,S01E10,MOUNTAIN LAKE,0
Rocks,S01E10,MOUNTAIN LAKE,0
Seashell Frame,S01E10,MOUNTAIN LAKE,0
Snowy Mountain,S01E10,MOUNTAIN LAKE,0
Snow,S01E10,MOUNTAIN LAKE,0
Split Frame,S01E10,MOUNTAIN LAKE,0
Steve Ross,S01E10,MOUNTAIN LAKE,0
Structure,S01E10,MOUNTAIN LAKE,0
SUN,S01E10,MOUNTAIN LAKE,0
Tomb Frame,S01E10,MOUNTAIN LAKE,0
Trees,S01E10,MOUNTAIN LAKE,1
Tree,S01E10,MOUNTAIN LAKE,1
Triple Frame,S01E10,MOUNTAIN LAKE,0
Waterfall,S01E10,MOUNTAIN LAKE,0
Waves,S01E10,MOUNTAIN LAKE,0
Windmill,S01E10,MOUNTAIN LAKE,0
Window Frame,S01E10,MOUNTAIN LAKE,0
Winter,S01E10,MOUNTAIN LAKE,0
Wood Framed,S01E10,MOUNTAIN LAKE,0
Apple Frame,S01E11,WINTER GLOW,0
Aurora Borealis,S01E11,WINTER GLOW,0
Barn,S01E11,WINTER GLOW,0
Beach,S01E11,WINTER GLOW,0
Boat,S01E11,WINTER GLOW,0
Bridge,S01E11,WINTER GLOW,0
Building,S01E11,WINTER GLOW,0
Bushes,S01E11,WINTER GLOW,0
Cabin,S01E11,WINTER GLOW,0
Cactus,S01E11,WINTER GLOW,0
Circle Frame,S01E11,WINTER GLOW,0
Cirrus,S01E11,WINTER GLOW,0
Cliff,S01E11,WINTER GLOW,0
Clouds,S01E11,WINTER GLOW,0
Conifer,S01E11,WINTER GLOW,0
Cumulus,S01E11,WINTER GLOW,0
Deciduous,S01E11,WINTER GLOW,1
Diane Andre,S01E11,WINTER GLOW,0
Dock,S01E11,WINTER GLOW,0
Double Oval Frame,S01E11,WINTER GLOW,0
Farm,S01E11,WINTER GLOW,0
Fence,S01E11,WINTER GLOW,0
Fire,S01E11,WINTER GLOW,0
Florida Frame,S01E11,WINTER GLOW,0
Flowers,S01E11,WINTER GLOW,0
FOG,S01E11,WINTER GLOW,0
Framed,S01E11,WINTER GLOW,0
Grass,S01E11,WINTER GLOW,0
Guest,S01E11,WINTER GLOW,0
Half Circle Frame,S01E11,WINTER GLOW,0
Half Oval Frame,S01E11,WINTER GLOW,0
Hills,S01E11,WINTER GLOW,0
Lakes,S01E11,WINTER GLOW,0
Lake,S01E11,WINTER GLOW,1
Lighthouse,S01E11,WINTER GLOW,0
Mill,S01E11,WINTER GLOW,0
Moon,S01E11,WINTER GLOW,0
Mountains,S01E11,WINTER GLOW,0
Mountain,S01E11,WINTER GLOW,0
Night,S01E11,WINTER GLOW,0
Ocean,S01E11,WINTER GLOW,0
Oval Frame,S01E11,WINTER GLOW,0
Palm Trees,S01E11,WINTER GLOW,0
Path,S01E11,WINTER GLOW,0
Person,S01E11,WINTER GLOW,0
Portrait,S01E11,WINTER GLOW,0
Rectangle 3D Frame,S01E11,WINTER GLOW,0
Rectangular Frame,S01E11,WINTER GLOW,0
River,S01E11,WINTER GLOW,0
Rocks,S01E11,WINTER GLOW,0
Seashell Frame,S01E11,WINTER GLOW,0
Snowy Mountain,S01E11,WINTER GLOW,0
Snow,S01E11,WINTER GLOW,0
Split Frame,S01E11,WINTER GLOW,0
Steve Ross,S01E11,WINTER GLOW,0
Structure,S01E11,WINTER GLOW,0
SUN,S01E11,WINTER GLOW,0
Tomb Frame,S01E11,WINTER GLOW,0
Trees,S01E11,WINTER GLOW,1
Tree,S01E11,WINTER GLOW,1
Triple Frame,S01E11,WINTER GLOW,0
Waterfall,S01E11,WINTER GLOW,0
Waves,S01E11,WINTER GLOW,0
Windmill,S01E11,WINTER GLOW,0
Window Frame,S01E11,WINTER GLOW,0
Winter,S01E11,WINTER GLOW,0
Wood Framed,S01E11,WINTER GLOW,0
Apple Frame,S01E12,SNOWFALL,0
Aurora Borealis,S01E12,SNOWFALL,0
Barn,S01E12,SNOWFALL,0
Beach,S01E12,SNOWFALL,0
Boat,S01E12,SNOWFALL,0
Bridge,S01E12,SNOWFALL,0
Building,S01E12,SNOWFALL,0
Bushes,S01E12,SNOWFALL,0
Cabin,S01E12,SNOWFALL,0
Cactus,S01E12,SNOWFALL,0
Circle Frame,S01E12,SNOWFALL,0
Cirrus,S01E12,SNOWFALL,1
Cliff,S01E12,SNOWFALL,0
Clouds,S01E12,SNOWFALL,1
Conifer,S01E12,SNOWFALL,1
Cumulus,S01E12,SNOWFALL,0
Deciduous,S01E12,SNOWFALL,0
Diane Andre,S01E12,SNOWFALL,0
Dock,S01E12,SNOWFALL,0
Double Oval Frame,S01E12,SNOWFALL,0
Farm,S01E12,SNOWFALL,0
Fence,S01E12,SNOWFALL,0
Fire,S01E12,SNOWFALL,0
Florida Frame,S01E12,SNOWFALL,0
Flowers,S01E12,SNOWFALL,0
FOG,S01E12,SNOWFALL,0
Framed,S01E12,SNOWFALL,0
Grass,S01E12,SNOWFALL,0
Guest,S01E12,SNOWFALL,0
Half Circle Frame,S01E12,SNOWFALL,0
Half Oval Frame,S01E12,SNOWFALL,0
Hills,S01E12,SNOWFALL,0
Lakes,S01E12,SNOWFALL,0
Lake,S01E12,SNOWFALL,1
Lighthouse,S01E12,SNOWFALL,0
Mill,S01E12,SNOWFALL,0
Moon,S01E12,SNOWFALL,0
Mountains,S01E12,SNOWFALL,1
Mountain,S01E12,SNOWFALL,1
Night,S01E12,SNOWFALL,0
Ocean,S01E12,SNOWFALL,0
Oval Frame,S01E12,SNOWFALL,0
Palm Trees,S01E12,SNOWFALL,0
Path,S01E12,SNOWFALL,0
Person,S01E12,SNOWFALL,0
Portrait,S01E12,SNOWFALL,0
Rectangle 3D Frame,S01E12,SNOWFALL,0
Rectangular Frame,S01E12,SNOWFALL,0
River,S01E12,SNOWFALL,0
Rocks,S01E12,SNOWFALL,0
Seashell Frame,S01E12,SNOWFALL,0
Snowy Mountain,S01E12,SNOWFALL,1
Snow,S01E12,SNOWFALL,0
Split Frame,S01E12,SNOWFALL,0
Steve Ross,S01E12,SNOWFALL,0
Structure,S01E12,SNOWFALL,0
SUN,S01E12,SNOWFALL,0
Tomb Frame,S01E12,SNOWFALL,0
Trees,S01E12,SNOWFALL,1
Tree,S01E12,SNOWFALL,1
Triple Frame,S01E12,SNOWFALL,0
Waterfall,S01E12,SNOWFALL,0
Waves,S01E12,SNOWFALL,0
Windmill,S01E12,SNOWFALL,0
Window Frame,S01E12,SNOWFALL,0
Winter,S01E12,SNOWFALL,0
Wood Framed,S01E12,SNOWFALL,0
Apple Frame,S01E13,FINAL REFLECTIONS,0
Aurora Borealis,S01E13,FINAL REFLECTIONS,0
Barn,S01E13,FINAL REFLECTIONS,0
Beach,S01E13,FINAL REFLECTIONS,0
Boat,S01E13,FINAL REFLECTIONS,0
Bridge,S01E13,FINAL REFLECTIONS,0
Building,S01E13,FINAL REFLECTIONS,0
Bushes,S01E13,FINAL REFLECTIONS,1
Cabin,S01E13,FINAL REFLECTIONS,0
Cactus,S01E13,FINAL REFLECTIONS,0
Circle Frame,S01E13,FINAL REFLECTIONS,0
Cirrus,S01E13,FINAL REFLECTIONS,0
Cliff,S01E13,FINAL REFLECTIONS,0
Clouds,S01E13,FINAL REFLECTIONS,0
Conifer,S01E13,FINAL REFLECTIONS,1
Cumulus,S01E13,FINAL REFLECTIONS,0
Deciduous,S01E13,FINAL REFLECTIONS,1
Diane Andre,S01E13,FINAL REFLECTIONS,0
Dock,S01E13,FINAL REFLECTIONS,0
Double Oval Frame,S01E13,FINAL REFLECTIONS,0
Farm,S01E13,FINAL REFLECTIONS,0
Fence,S01E13,FINAL REFLECTIONS,0
Fire,S01E13,FINAL REFLECTIONS,0
Florida Frame,S01E13,FINAL REFLECTIONS,0
Flowers,S01E13,FINAL REFLECTIONS,0
FOG,S01E13,FINAL REFLECTIONS,0
Framed,S01E13,FINAL REFLECTIONS,0
Grass,S01E13,FINAL REFLECTIONS,1
Guest,S01E13,FINAL REFLECTIONS,0
Half Circle Frame,S01E13,FINAL REFLECTIONS,0
Half Oval Frame,S01E13,FINAL REFLECTIONS,0
Hills,S01E13,FINAL REFLECTIONS,0
Lakes,S01E13,FINAL REFLECTIONS,0
Lake,S01E13,FINAL REFLECTIONS,0
Lighthouse,S01E13,FINAL REFLECTIONS,0
Mill,S01E13,FINAL REFLECTIONS,0
Moon,S01E13,FINAL REFLECTIONS,0
Mountains,S01E13,FINAL REFLECTIONS,0
Mountain,S01E13,FINAL REFLECTIONS,1
Night,S01E13,FINAL REFLECTIONS,0
Ocean,S01E13,FINAL REFLECTIONS,0
Oval Frame,S01E13,FINAL REFLECTIONS,0
Palm Trees,S01E13,FINAL REFLECTIONS,0
Path,S01E13,FINAL REFLECTIONS,0
Person,S01E13,FINAL REFLECTIONS,0
Portrait,S01E13,FINAL REFLECTIONS,0
Rectangle 3D Frame,S01E13,FINAL REFLECTIONS,0
Rectangular Frame,S01E13,FINAL REFLECTIONS,0
River,S01E13,FINAL REFLECTIONS,0
Rocks,S01E13,FINAL REFLECTIONS,0
Seashell Frame,S01E13,FINAL REFLECTIONS,0
Snowy Mountain,S01E13,FINAL REFLECTIONS,1
Snow,S01E13,FINAL REFLECTIONS,0
Split Frame,S01E13,FINAL REFLECTIONS,0
Steve Ross,S01E13,FINAL REFLECTIONS,0
Structure,S01E13,FINAL REFLECTIONS,0
SUN,S01E13,FINAL REFLECTIONS,0
Tomb Frame,S01E13,FINAL REFLECTIONS,0
Trees,S01E13,FINAL REFLECTIONS,1
Tree,S01E13,FINAL REFLECTIONS,1
Triple Frame,S01E13,FINAL REFLECTIONS,0
Waterfall,S01E13,FINAL REFLECTIONS,0
Waves,S01E13,FINAL REFLECTIONS,0
Windmill,S01E13,FINAL REFLECTIONS,0
Window Frame,S01E13,FINAL REFLECTIONS,0
Winter,S01E13,FINAL REFLECTIONS,0
Wood Framed,S01E13,FINAL REFLECTIONS,0
Apple Frame,S02E01,MEADOW LAKE,0
Aurora Borealis,S02E01,MEADOW LAKE,0
Barn,S02E01,MEADOW LAKE,0
Beach,S02E01,MEADOW LAKE,0
Boat,S02E01,MEADOW LAKE,0
Bridge,S02E01,MEADOW LAKE,0
Building,S02E01,MEADOW LAKE,0
Bushes,S02E01,MEADOW LAKE,1
Cabin,S02E01,MEADOW LAKE,0
Cactus,S02E01,MEADOW LAKE,0
Circle Frame,S02E01,MEADOW LAKE,0
Cirrus,S02E01,MEADOW LAKE,0
Cliff,S02E01,MEADOW LAKE,0
Clouds,S02E01,MEADOW LAKE,0
Conifer,S02E01,MEADOW LAKE,1
Cumulus,S02E01,MEADOW LAKE,1
Deciduous,S02E01,MEADOW LAKE,1
Diane Andre,S02E01,MEADOW LAKE,0
Dock,S02E01,MEADOW LAKE,0
Double Oval Frame,S02E01,MEADOW LAKE,0
Farm,S02E01,MEADOW LAKE,0
Fence,S02E01,MEADOW LAKE,0
Fire,S02E01,MEADOW LAKE,0
Florida Frame,S02E01,MEADOW LAKE,0
Flowers,S02E01,MEADOW LAKE,0
FOG,S02E01,MEADOW LAKE,0
Framed,S02E01,MEADOW LAKE,0
Grass,S02E01,MEADOW LAKE,1
Guest,S02E01,MEADOW LAKE,0
Half Circle Frame,S02E01,MEADOW LAKE,0
Half Oval Frame,S02E01,MEADOW LAKE,0
Hills,S02E01,MEADOW LAKE,0
Lakes,S02E01,MEADOW LAKE,0
Lake,S02E01,MEADOW LAKE,1
Lighthouse,S02E01,MEADOW LAKE,0
Mill,S02E01,MEADOW LAKE,0
Moon,S02E01,MEADOW LAKE,0
Mountains,S02E01,MEADOW LAKE,0
Mountain,S02E01,MEADOW LAKE,1
Night,S02E01,MEADOW LAKE,0
Ocean,S02E01,MEADOW LAKE,0
Oval Frame,S02E01,MEADOW LAKE,0
Palm Trees,S02E01,MEADOW LAKE,0
Path,S02E01,MEADOW LAKE,0
Person,S02E01,MEADOW LAKE,0
Portrait,S02E01,MEADOW LAKE,0
Rectangle 3D Frame,S02E01,MEADOW LAKE,0
Rectangular Frame,S02E01,MEADOW LAKE,0
River,S02E01,MEADOW LAKE,0
Rocks,S02E01,MEADOW LAKE,0
Seashell Frame,S02E01,MEADOW LAKE,0
Snowy Mountain,S02E01,MEADOW LAKE,1
Snow,S02E01,MEADOW LAKE,0
Split Frame,S02E01,MEADOW LAKE,0
Steve Ross,S02E01,MEADOW LAKE,0
Structure,S02E01,MEADOW LAKE,0
SUN,S02E01,MEADOW LAKE,0
Tomb Frame,S02E01,MEADOW LAKE,0
Trees,S02E01,MEADOW LAKE,1
Tree,S02E01,MEADOW LAKE,1
Triple Frame,S02E01,MEADOW LAKE,0
Waterfall,S02E01,MEADOW LAKE,0
Waves,S02E01,MEADOW LAKE,0
Windmill,S02E01,MEADOW LAKE,0
Window Frame,S02E01,MEADOW LAKE,0
Winter,S02E01,MEADOW LAKE,0
Wood Framed,S02E01,MEADOW LAKE,0
Apple Frame,S02E02,WINTER SUN,0
Aurora Borealis,S02E02,WINTER SUN,0
Barn,S02E02,WINTER SUN,0
Beach,S02E02,WINTER SUN,0
Boat,S02E02,WINTER SUN,0
Bridge,S02E02,WINTER SUN,0
Building,S02E02,WINTER SUN,0
Bushes,S02E02,WINTER SUN,0
Cabin,S02E02,WINTER SUN,0
Cactus,S02E02,WINTER SUN,0
Circle Frame,S02E02,WINTER SUN,0
Cirrus,S02E02,WINTER SUN,0
Cliff,S02E02,WINTER SUN,0
Clouds,S02E02,WINTER SUN,0
Conifer,S02E02,WINTER SUN,1
Cumulus,S02E02,WINTER SUN,0
Deciduous,S02E02,WINTER SUN,0
Diane Andre,S02E02,WINTER SUN,0
Dock,S02E02,WINTER SUN,0
Double Oval Frame,S02E02,WINTER SUN,0
Farm,S02E02,WINTER SUN,0
Fence,S02E02,WINTER SUN,0
Fire,S02E02,WINTER SUN,0
Florida Frame,S02E02,WINTER SUN,0
Flowers,S02E02,WINTER SUN,0
FOG,S02E02,WINTER SUN,0
Framed,S02E02,WINTER SUN,0
Grass,S02E02,WINTER SUN,0
Guest,S02E02,WINTER SUN,0
Half Circle Frame,S02E02,WINTER SUN,0
Half Oval Frame,S02E02,WINTER SUN,0
Hills,S02E02,WINTER SUN,0
Lakes,S02E02,WINTER SUN,0
Lake,S02E02,WINTER SUN,1
Lighthouse,S02E02,WINTER SUN,0
Mill,S02E02,WINTER SUN,0
Moon,S02E02,WINTER SUN,0
Mountains,S02E02,WINTER SUN,0
Mountain,S02E02,WINTER SUN,0
Night,S02E02,WINTER SUN,0
Ocean,S02E02,WINTER SUN,0
Oval Frame,S02E02,WINTER SUN,0
Palm Trees,S02E02,WINTER SUN,0
Path,S02E02,WINTER SUN,0
Person,S02E02,WINTER SUN,0
Portrait,S02E02,WINTER SUN,0
Rectangle 3D Frame,S02E02,WINTER SUN,0
Rectangular Frame,S02E02,WINTER SUN,0
River,S02E02,WINTER SUN,0
Rocks,S02E02,WINTER SUN,0
Seashell Frame,S02E02,WINTER SUN,0
Snowy Mountain,S02E02,WINTER SUN,0
Snow,S02E02,WINTER SUN,1
Split Frame,S02E02,WINTER SUN,0
Steve Ross,S02E02,WINTER SUN,0
Structure,S02E02,WINTER SUN,0
SUN,S02E02,WINTER SUN,1
Tomb Frame,S02E02,WINTER SUN,0
Trees,S02E02,WINTER SUN,1
Tree,S02E02,WINTER SUN,1
Triple Frame,S02E02,WINTER SUN,0
Waterfall,S02E02,WINTER SUN,0
Waves,S02E02,WINTER SUN,0
Windmill,S02E02,WINTER SUN,0
Window Frame,S02E02,WINTER SUN,0
Winter,S02E02,WINTER SUN,0
Wood Framed,S02E02,WINTER SUN,0
Apple Frame,S02E03,EBONY SEA,0
Aurora Borealis,S02E03,EBONY SEA,0
Barn,S02E03,EBONY SEA,0
Beach,S02E03,EBONY SEA,0
Boat,S02E03,EBONY SEA,0
Bridge,S02E03,EBONY SEA,0
Building,S02E03,EBONY SEA,0
Bushes,S02E03,EBONY SEA,0
Cabin,S02E03,EBONY SEA,0
Cactus,S02E03,EBONY SEA,0
Circle Frame,S02E03,EBONY SEA,0
Cirrus,S02E03,EBONY SEA,0
Cliff,S02E03,EBONY SEA,0
Clouds,S02E03,EBONY SEA,1
Conifer,S02E03,EBONY SEA,0
Cumulus,S02E03,EBONY SEA,1
Deciduous,S02E03,EBONY SEA,1
Diane Andre,S02E03,EBONY SEA,0
Dock,S02E03,EBONY SEA,0
Double Oval Frame,S02E03,EBONY SEA,0
Farm,S02E03,EBONY SEA,0
Fence,S02E03,EBONY SEA,0
Fire,S02E03,EBONY SEA,0
Florida Frame,S02E03,EBONY SEA,0
Flowers,S02E03,EBONY SEA,0
FOG,S02E03,EBONY SEA,0
Framed,S02E03,EBONY SEA,0
Grass,S02E03,EBONY SEA,0
Guest,S02E03,EBONY SEA,0
Half Circle Frame,S02E03,EBONY SEA,0
Half Oval Frame,S02E03,EBONY SEA,0
Hills,S02E03,EBONY SEA,0
Lakes,S02E03,EBONY SEA,0
Lake,S02E03,EBONY SEA,0
Lighthouse,S02E03,EBONY SEA,0
Mill,S02E03,EBONY SEA,0
Moon,S02E03,EBONY SEA,0
Mountains,S02E03,EBONY SEA,0
Mountain,S02E03,EBONY SEA,0
Night,S02E03,EBONY SEA,0
Ocean,S02E03,EBONY SEA,1
Oval Frame,S02E03,EBONY SEA,0
Palm Trees,S02E03,EBONY SEA,0
Path,S02E03,EBONY SEA,0
Person,S02E03,EBONY SEA,0
Portrait,S02E03,EBONY SEA,0
Rectangle 3D Frame,S02E03,EBONY SEA,0
Rectangular Frame,S02E03,EBONY SEA,0
River,S02E03,EBONY SEA,0
Rocks,S02E03,EBONY SEA,0
Seashell Frame,S02E03,EBONY SEA,0
Snowy Mountain,S02E03,EBONY SEA,0
Snow,S02E03,EBONY SEA,0
Split Frame,S02E03,EBONY SEA,0
Steve Ross,S02E03,EBONY SEA,0
Structure,S02E03,EBONY SEA,0
SUN,S02E03,EBONY SEA,1
Tomb Frame,S02E03,EBONY SEA,0
Trees,S02E03,EBONY SEA,1
Tree,S02E03,EBONY SEA,1
Triple Frame,S02E03,EBONY SEA,0
Waterfall,S02E03,EBONY SEA,0
Waves,S02E03,EBONY SEA,1
Windmill,S02E03,EBONY SEA,0
Window Frame,S02E03,EBONY SEA,0
Winter,S02E03,EBONY SEA,0
Wood Framed,S02E03,EBONY SEA,0
Apple Frame,S02E04,SHADES OF GREY,0
Aurora Borealis,S02E04,SHADES OF GREY,0
Barn,S02E04,SHADES OF GREY,0
Beach,S02E04,SHADES OF GREY,0
Boat,S02E04,SHADES OF GREY,0
Bridge,S02E04,SHADES OF GREY,0
Building,S02E04,SHADES OF GREY,0
Bushes,S02E04,SHADES OF GREY,1
Cabin,S02E04,SHADES OF GREY,1
Cactus,S02E04,SHADES OF GREY,0
Circle Frame,S02E04,SHADES OF GREY,0
Cirrus,S02E04,SHADES OF GREY,0
Cliff,S02E04,SHADES OF GREY,0
Clouds,S02E04,SHADES OF GREY,1
Conifer,S02E04,SHADES OF GREY,1
Cumulus,S02E04,SHADES OF GREY,1
Deciduous,S02E04,SHADES OF GREY,1
Diane Andre,S02E04,SHADES OF GREY,0
Dock,S02E04,SHADES OF GREY,0
Double Oval Frame,S02E04,SHADES OF GREY,0
Farm,S02E04,SHADES OF GREY,0
Fence,S02E04,SHADES OF GREY,0
Fire,S02E04,SHADES OF GREY,0
Florida Frame,S02E04,SHADES OF GREY,0
Flowers,S02E04,SHADES OF GREY,0
FOG,S02E04,SHADES OF GREY,0
Framed,S02E04,SHADES OF GREY,0
Grass,S02E04,SHADES OF GREY,0
Guest,S02E04,SHADES OF GREY,0
Half Circle Frame,S02E04,SHADES OF GREY,0
Half Oval Frame,S02E04,SHADES OF GREY,0
Hills,S02E04,SHADES OF GREY,0
Lakes,S02E04,SHADES OF GREY,0
Lake,S02E04,SHADES OF GREY,1
Lighthouse,S02E04,SHADES OF GREY,0
Mill,S02E04,SHADES OF GREY,0
Moon,S02E04,SHADES OF GREY,0
Mountains,S02E04,SHADES OF GREY,1
Mountain,S02E04,SHADES OF GREY,1
Night,S02E04,SHADES OF GREY,0
Ocean,S02E04,SHADES OF GREY,0
Oval Frame,S02E04,SHADES OF GREY,0
Palm Trees,S02E04,SHADES OF GREY,0
Path,S02E04,SHADES OF GREY,0
Person,S02E04,SHADES OF GREY,0
Portrait,S02E04,SHADES OF GREY,0
Rectangle 3D Frame,S02E04,SHADES OF GREY,0
Rectangular Frame,S02E04,SHADES OF GREY,0
River,S02E04,SHADES OF GREY,0
Rocks,S02E04,SHADES OF GREY,0
Seashell Frame,S02E04,SHADES OF GREY,0
Snowy Mountain,S02E04,SHADES OF GREY,1
Snow,S02E04,SHADES OF GREY,1
Split Frame,S02E04,SHADES OF GREY,0
Steve Ross,S02E04,SHADES OF GREY,0
Structure,S02E04,SHADES OF GREY,1
SUN,S02E04,SHADES OF GREY,0
Tomb Frame,S02E04,SHADES OF GREY,0
Trees,S02E04,SHADES OF GREY,1
Tree,S02E04,SHADES OF GREY,1
Triple Frame,S02E04,SHADES OF GREY,0
Waterfall,S02E04,SHADES OF GREY,0
Waves,S02E04,SHADES OF GREY,0
Windmill,S02E04,SHADES OF GREY,0
Window Frame,S02E04,SHADES OF GREY,0
Winter,S02E04,SHADES OF GREY,0
Wood Framed,S02E04,SHADES OF GREY,0
Apple Frame,S02E05,AUTUMN SPLENDOR,0
Aurora Borealis,S02E05,AUTUMN SPLENDOR,0
Barn,S02E05,AUTUMN SPLENDOR,0
Beach,S02E05,AUTUMN SPLENDOR,0
Boat,S02E05,AUTUMN SPLENDOR,0
Bridge,S02E05,AUTUMN SPLENDOR,0
Building,S02E05,AUTUMN SPLENDOR,0
Bushes,S02E05,AUTUMN SPLENDOR,1
Cabin,S02E05,AUTUMN SPLENDOR,0
Cactus,S02E05,AUTUMN SPLENDOR,0
Circle Frame,S02E05,AUTUMN SPLENDOR,0
Cirrus,S02E05,AUTUMN SPLENDOR,0
Cliff,S02E05,AUTUMN SPLENDOR,0
Clouds,S02E05,AUTUMN SPLENDOR,0
Conifer,S02E05,AUTUMN SPLENDOR,0
Cumulus,S02E05,AUTUMN SPLENDOR,0
Deciduous,S02E05,AUTUMN SPLENDOR,1
Diane Andre,S02E05,AUTUMN SPLENDOR,0
Dock,S02E05,AUTUMN SPLENDOR,0
Double Oval Frame,S02E05,AUTUMN SPLENDOR,0
Farm,S02E05,AUTUMN SPLENDOR,0
Fence,S02E05,AUTUMN SPLENDOR,0
Fire,S02E05,AUTUMN SPLENDOR,0
Florida Frame,S02E05,AUTUMN SPLENDOR,0
Flowers,S02E05,AUTUMN SPLENDOR,0
FOG,S02E05,AUTUMN SPLENDOR,0
Framed,S02E05,AUTUMN SPLENDOR,0
Grass,S02E05,AUTUMN SPLENDOR,1
Guest,S02E05,AUTUMN SPLENDOR,0
Half Circle Frame,S02E05,AUTUMN SPLENDOR,0
Half Oval Frame,S02E05,AUTUMN SPLENDOR,0
Hills,S02E05,AUTUMN SPLENDOR,0
Lakes,S02E05,AUTUMN SPLENDOR,0
Lake,S02E05,AUTUMN SPLENDOR,1
Lighthouse,S02E05,AUTUMN SPLENDOR,0
Mill,S02E05,AUTUMN SPLENDOR,0
Moon,S02E05,AUTUMN SPLENDOR,0
Mountains,S02E05,AUTUMN SPLENDOR,0
Mountain,S02E05,AUTUMN SPLENDOR,0
Night,S02E05,AUTUMN SPLENDOR,0
Ocean,S02E05,AUTUMN SPLENDOR,0
Oval Frame,S02E05,AUTUMN SPLENDOR,0
Palm Trees,S02E05,AUTUMN SPLENDOR,0
Path,S02E05,AUTUMN SPLENDOR,0
Person,S02E05,AUTUMN SPLENDOR,0
Portrait,S02E05,AUTUMN SPLENDOR,0
Rectangle 3D Frame,S02E05,AUTUMN SPLENDOR,0
Rectangular Frame,S02E05,AUTUMN SPLENDOR,0
River,S02E05,AUTUMN SPLENDOR,0
Rocks,S02E05,AUTUMN SPLENDOR,0
Seashell Frame,S02E05,AUTUMN SPLENDOR,0
Snowy Mountain,S02E05,AUTUMN SPLENDOR,0
Snow,S02E05,AUTUMN SPLENDOR,0
Split Frame,S02E05,AUTUMN SPLENDOR,0
Steve Ross,S02E05,AUTUMN SPLENDOR,0
Structure,S02E05,AUTUMN SPLENDOR,0
SUN,S02E05,AUTUMN SPLENDOR,0
Tomb Frame,S02E05,AUTUMN SPLENDOR,0
Trees,S02E05,AUTUMN SPLENDOR,1
Tree,S02E05,AUTUMN SPLENDOR,1
Triple Frame,S02E05,AUTUMN SPLENDOR,0
Waterfall,S02E05,AUTUMN SPLENDOR,0
Waves,S02E05,AUTUMN SPLENDOR,0
Windmill,S02E05,AUTUMN SPLENDOR,0
Window Frame,S02E05,AUTUMN SPLENDOR,0
Winter,S02E05,AUTUMN SPLENDOR,0
Wood Framed,S02E05,AUTUMN SPLENDOR,0
Apple Frame,S02E06,BLACK RIVER,0
Aurora Borealis,S02E06,BLACK RIVER,0
Barn,S02E06,BLACK RIVER,0
Beach,S02E06,BLACK RIVER,0
Boat,S02E06,BLACK RIVER,0
Bridge,S02E06,BLACK RIVER,0
Building,S02E06,BLACK RIVER,0
Bushes,S02E06,BLACK RIVER,1
Cabin,S02E06,BLACK RIVER,0
Cactus,S02E06,BLACK RIVER,0
Circle Frame,S02E06,BLACK RIVER,0
Cirrus,S02E06,BLACK RIVER,0
Cliff,S02E06,BLACK RIVER,0
Clouds,S02E06,BLACK RIVER,1
Conifer,S02E06,BLACK RIVER,0
